NASDAQ Salmon Index (salesprice) History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Price (NOK/kg),,,,,,,,,Distribution %,,,,,,,,,Total NASDAQ Volume,Average Price,Standard Deviation,,,,,,,,
Year,Week,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9+,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9+,,,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9+
2017,47,38.78,40.49,45.66,45.72,45.26,44.64,44.73,45.06,45.41,0.82,6.46,18.48,29.05,27.01,11.28,5.16,1.58,0.16,6058.27,45.01,3.69,1.59,0.94,0.88,0.72,0.81,1.67,1.2,1.86
2017,48,35.18,39.11,44.5,44.93,45.36,45.03,44.83,44.94,45.21,3.12,11.99,24.58,24.87,17.06,10.9,5.58,1.72,0.18,5577.89,43.9,0.69,0.93,0.74,0.71,0.94,1.49,1.03,0.97,1.17
2017,49,38.56,44,49.75,51.33,51.77,51.47,51.53,51.77,52.63,1.09,9.36,22.65,26.37,21.66,11.12,5.25,2.09,0.41,5769.58,50.28,1.8,1.96,0.98,0.46,0.63,0.83,1.14,1.46,1.8
2017,50,40.4,43.74,48.96,50.6,51.62,52.05,51.72,51.43,50.98,1.04,9.66,28.17,28.63,19.13,7.98,3.72,1.42,0.26,6240.69,49.74,0.52,0.73,0.88,0.88,0.98,1.92,1.57,1.98,2.09
2017,51,35.29,42.36,48.38,50.65,52.47,54.09,54.51,54.68,52.58,1.32,9.97,27.45,26.25,19.37,9.85,4.25,1.34,0.19,4514.61,49.91,3.12,2.24,1.38,1.7,1.53,2.18,2.37,2.92,3.78
2017,52,37.58,43.13,52.08,54.54,55.75,60.3,61.75,61.58,64.07,3.41,17.06,24.75,26.48,17.33,7.01,2.88,0.89,0.18,2495.59,52.31,2.44,2.5,1.31,1.93,3.45,2.96,3.27,3.19,1.28
2018,1,39.34,46.7,54.25,56.11,58,61.42,62.71,62.95,61.3,1.59,9.4,25.66,31.66,19.39,7.48,3.46,1.07,0.28,3775.87,55.56,1.9,2.23,0.57,0.54,0.99,1.49,1.68,1.39,1.96
2018,2,40.42,46.04,52.89,54.61,55.39,56.89,56.94,55.55,52.98,1.12,6.36,22.64,32.49,23.03,9.02,3.49,1.42,0.44,4337.59,53.99,2.28,1.16,1.1,0.86,0.77,1.74,2.36,2.26,2.91
2018,3,40.9,45.11,51.93,53.18,53.81,56.14,55.94,55.96,55.63,2.12,7.84,21.34,29.66,24.45,8.84,3.8,1.57,0.38,3887.45,52.59,1.24,0.89,1.07,0.89,1,1.78,1.46,1.45,1.44
2018,4,39.12,46.84,53.96,55.12,56.44,58.44,57.62,57.54,57.23,2.05,6.8,20.91,32.03,23.13,8.69,4.21,1.63,0.54,4297.32,54.74,1.36,1.3,0.73,0.46,0.48,1.46,1.28,0.56,2.64
2018,5,41.26,45.5,51.55,53.39,55.1,56.66,56.4,57.06,58.35,0.49,5.9,23.57,33.34,21.1,10.36,3.7,1.14,0.41,4036.74,53.3,1.18,1.81,1.2,0.98,0.98,0.69,1.03,1.27,1.41
2018,6,36.95,43.42,49.63,51.9,53.91,55.67,56.59,57.98,57.61,0.69,9.21,24.83,31.56,21.31,9.11,2.57,0.55,0.16,3787.74,51.39,2.8,1.35,1.44,0.72,0.62,1.86,0.93,1.31,2.59
2018,7,39.1,45.21,52.67,54.62,56.26,57.98,58.6,58.71,59.7,1.57,10.3,15.47,31.31,23.31,11.51,4.73,1.43,0.36,3792.19,54.14,2.03,2.39,0.67,1.02,1.24,0.71,0.42,0.5,0.49
2018,8,47.05,52.19,60.06,61.59,63.32,63.04,62.99,63.36,63.81,0.43,6.74,20.17,32,20.5,11.33,5.49,2.48,0.87,4158,61.24,1.35,2.16,1.26,0.79,0.96,0.93,1.03,1.09,0.67
2018,9,48.96,57.37,65.55,67.38,68.45,68.37,67.94,67.46,64.37,0.95,8.65,18.59,26.36,22.68,14.03,5.79,2.08,0.88,3095.48,66.39,1.03,2,0.89,0.61,1.21,0.93,1.2,2.97,4.51
2018,10,51.63,62.99,70.2,71.85,72.13,69.97,69.1,68.32,66.65,1.55,8,20.86,24.24,20.94,12.39,6.95,3.92,1.16,3419.31,69.92,2.21,1.1,1.24,0.85,1.05,1.12,1.02,1.25,2.3
2018,11,50.54,62.48,68.94,70.59,70.73,68.86,67.85,66.88,66.85,0.34,5.84,17.05,27.78,22.74,13.58,7.32,3.73,1.61,4177.54,69.16,2.65,2.38,2.21,1.37,2.52,2.1,1.98,1.61,1.57
2018,12,51.25,59.75,66.74,66.67,66.72,66.19,65.71,65.61,63.41,1.01,9.61,19.6,26.07,23.38,11.67,5.21,2.47,0.98,4082.67,65.71,1.81,2.68,1.88,1.45,1.71,2.19,1.43,1.07,4.11
2018,13,56.19,69.27,77.37,77.85,77.77,76.52,76.03,76.57,75.15,1,5.49,14.95,27.44,27.33,14.69,6.37,1.95,0.79,2276.88,76.71,3.26,2.35,1.11,0.61,0.61,1.34,1.56,3.68,5.18
2018,14,57.54,68.48,75.53,75.65,76.21,75.3,73.86,73.7,73.52,1.14,4.96,20.71,28.89,23.5,12.77,4.78,2.53,0.71,3123.82,75,3.07,1.77,0.98,0.73,1.2,1.28,1.46,1.79,2.25
2018,15,53.06,61.07,69.41,70.36,70.71,69.83,69.55,69.21,67.66,1.09,8.45,21.83,29.82,21.41,9.47,5.03,2.16,0.74,3801.14,69.12,2.87,2.38,0.82,0.52,1.02,1.11,0.96,1.93,1.66
2018,16,52.56,59.08,68.33,69.4,69.75,68.29,68.28,67.48,66.91,0.69,9.97,21.13,26.27,21.29,13.05,4.59,2.49,0.51,3720.79,67.85,2.9,2.18,0.81,0.72,0.68,1.32,0.61,1.27,2.62
2018,17,50.88,59.6,68.35,69.05,69.22,68.82,68.4,68.11,67.89,1.42,7.39,20.06,26.12,21.3,14.37,6.46,2.15,0.72,4115.27,67.89,1.16,2.04,0.72,0.64,0.68,0.74,0.68,0.51,1.23
2018,18,51.1,66.53,74.91,75.69,76.1,76.27,75.95,75.2,75.17,1.1,9.33,19.84,26.54,21.95,12.62,5.51,2.29,0.83,3950.97,74.57,3.58,1.89,1.47,1.12,0.85,0.75,1.26,1.21,2.61
2018,19,59.87,69.18,79.59,81,81.84,81.48,81.27,80.57,79.9,0.55,7.9,19.83,27.92,22.52,12.24,5.46,2.77,0.82,3791.07,79.91,3.49,2.06,1.13,0.93,1.03,1.1,1.32,1.33,1.7
